,Compounds,Smiles
2241,ProtacDB 1029 1026.687,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOCC(=O)N3CCN(C4=CC(NC5=NC=C(C(=O)NC6=C(C)C=CC=C6Cl)S5)=NC(C)=N4)CC3)=C2)=CS1)C1CCCCC1
2242,ProtacDB 731 917.154,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCOCCOCCOCC(=O)NCCCOC1=CC(/C=C/C(=O)C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)=CC=C1C(=O)O
2243,ProtacDB 1512 981.54,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCOC3=CC=C(/N=N/C4=CC=C(C(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)C=C4)C=C3)CC2)=N1
2244,ProtacDB 324 901.447,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCCCOCCOCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)=N1
2245,ProtacDB 462 1124.92,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=N1
2246,ProtacDB 323 1234.985,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=N1
2247,ProtacDB 961 861.944,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOC3=CC=C(C4=CC(NC5=CC=C(OC(F)(F)F)C=C5)=NC=N4)C=C3)C(C)(C)C)C=C2)SC=N1
2248,ProtacDB 1017 959.162,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C(=O)COCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC4=CC=CC=C4)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1
2249,ProtacDB 1028 1114.793,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOCCOCCOCC(=O)N3CCN(C4=CC(NC5=NC=C(C(=O)NC6=C(C)C=CC=C6Cl)S5)=NC(C)=N4)CC3)=C2)=CS1)C1CCCCC1
2250,ProtacDB 456 1172.917,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=N1
2251,ProtacDB 1514 1009.594,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCCCOC3=CC=C(/N=N/C4=CC=C(C(=O)NC5=CC=CC6=C5CN(C5CCC(=O)NC5=O)C6=O)C=C4)C=C3)CC2)=N1
2252,ProtacDB 321 1158.934,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCCCOCCOCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=N1
2253,ProtacDB 316 973.912,COC1=CC(NC2=C(C#N)C=NC3=CC(OCCCN4CCN(CCCCCCOCCOCC(=O)NC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=C(OC)C=C23)=C(Cl)C=C1Cl
2254,ProtacDB 1033 1089.664,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOCCOCCNC(=O)C3CCN(C4=NC=C(C(=O)NC5=CC=C(OC(F)(F)Cl)C=C5)C=C4C4=CC=N[NH]4)C3)=C2)=CS1)C1CCCCC1
2255,ProtacDB 317 1074.073,COC1=CC(NC2=C(C#N)C=NC3=CC(OCCCN4CCN(CCCCCCOCCOCCOCCCCCC(=O)NC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)=C(OC)C=C23)=C(Cl)C=C1Cl
2256,ProtacDB 1020 923.538,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)COCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC3=CC=CC=C3)CC2)=N1
2257,ProtacDB 1624 1069.682,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C(C5=CC=C(C(=O)NCCCN6CCN(C7=CC(NC8=NC=C(C(=O)NC9=C(C)C=CC=C9Cl)S8)=NC(C)=N7)CC6)C=C5)OC=C4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23
2258,ProtacPd 35 1419.078,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@@H](CCN5CCN(C(=O)COCCOCCOCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
2259,ProtacPd 1052 978.823,O=C1NC(N)=NC2=C1[N+](CC3=CC=CC=C3)=CN2[C@H]4O[C@@H](COP(OP(NCCOCCOCCOCCC(NC5=CC=CC6=C5CN(C(CC7)C(NC7=O)=O)C6=O)=O)(O)=O)(O)=O)[C@H](O)[C@@H]4O
2260,ProtacPd 15 1546.378,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCN2CCN(CC[C@H](CSc3ccccc3)Nc3ccc(S(=O)(=O)NC(=O)c4ccc(N5CCN(CC6=C(c7ccc(Cl)cc7)CCC(C)(C)C6)CC5)cc4)cc3S(=O)(=O)C(F)(F)F)CC2)C(C)(C)C)cc1
2261,ProtacPd 724 1129.321,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)CCOCCOCCOCCNC(=O)CN2CCN(c3ccc(Nc4cc5c(cn4)c(C)c(C(C)=O)c(=O)n5C4CCCC4)nc3)CC2)C[C@H]1C(=O)Nc1c(F)cccc1F)C(C)(C)C
2262,ProtacPd 1056 1078.044,O=C1NC(N)=NC2=C1[N+](CC3=CC=C(F)C=C3)=CN2[C@H]4O[C@@H](COP(OP(NCCCCCC(N[C@@H](C(C)(C)C)C(N5C(C(NCC6=CC=C(C7=C(C)N=CS7)C=C6)=O)C[C@H](O)C5)=O)=O)(O)=O)(O)=O)[C@H](O)[C@@H]4O
2263,ProtacPd 416 1020.161,CCC(=O)N[C@@H](CCC(=O)NCCCCCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C)c4)ccc3C)cn2)c1
2264,ProtacPd 167 1065.146,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCCCOc2ccc(Nc3ncc(Br)c(NCCCN(C)C(=O)C4CCC4)n3)cc2)C(C)(C)C)cc1
2265,ProtacPd 510 875.776,COc1cc(/C=C(\C#N)C(=O)NCCOCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2266,ProtacPd 469 1115.318,Cc1cc(C(C(=O)N2C[C@H](O)CC2C(=O)NC(CC(=O)N2CCC(N3CCC(C#Cc4ccc(N5C(=S)N(c6cnc(C#N)c(C(F)(F)F)c6)C(=O)C56CCC6)cc4)CC3)CC2)c2ccc(-c3scnc3C)cc2)C(C)C)on1
2267,ProtacPd 349 1149.838,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)COCCOCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1
2268,ProtacPd 131 1284.56,COc1cc(-c2cnc3cccc(-c4cc(F)c(CN5CCS(=O)(=O)CC5)c(F)c4)c3n2)ccc1OCCCN1CCN(CCOCCOCCOCCOCC(=O)N[C@@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)CC1
2269,ProtacPd 948 1160.902,O=C([C@@H]1N(C([C@@H](C(C)(C)C)NC(COCCOCCOCCN2CCC(C3=CC(OC(C)C)=C(NC4=NC=C(Cl)C(NC5=CC=CC=C5S(=O)(C(C)C)=O)=N4)C=C3C)CC2)=O)=O)C[C@H](O)C1)NCC6=CC=C(C7=C(C)N=CS7)C=C6
2270,ProtacPd 773 962.223,CC/C(C1=CC=CC=C1)=C(C2=CC=C(O)C=C2)/C(C=C3)=CC=C3OCCN(C)CCOCCOCCOCC(N[C@@H](C(C)C)C(N4C[C@@H](C[C@H]4C(NCC5=CC=C(C=C5)C6=C(N=CS6)C)=O)O)=O)=O
2271,ProtacPd 406 824.899,C=CC(=O)N1C[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C[C@H]1C(=O)NCCCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
2272,ProtacPd 505 989.049,COc1cc(/C=C(\C#N)C(=O)NCCOCCOCCN[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2273,ProtacPd 433 1128.375,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(Cc5cn(CCOCCNC(=O)CCC(=O)NC(C(=O)N6C[C@H](O)C[C@H]6C(=O)NCc6ccc(-c7scnc7C)cc6)C(C)(C)C)nn5)CC4)cn3)nc2n(C2CCCC2)c1=O
2274,ProtacPd 824 1060.833,O=C(N[C@@H](C)C1=CC=C(C=C1)C2=C(N=CS2)C)[C@H]3N(C[C@@H](C3)O)C([C@@H](C(C)(C)C)NC(CCCCCCCCCCNC(CC(NC4=CC=CC(SC5=NC=C(N=C5N)N6CCC(C)(CC6)N)=C4Cl)=O)=O)=O)=O
2275,ProtacPd 186 1054.369,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOCCCOc2ccc(Nc3ncc(C4CC4)c(NCCCN(C)C(=O)C4CCC4)n3)cc2)C(C)(C)C)cc1
2276,ProtacPd 593 995.257,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)CC1
2277,ProtacPd 391 814.803,NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3F)cc2)nn([C@H]2CCCN(C(=O)COCCOCCNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)c1N
2278,ProtacPd 518 1151.002,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCN(CC(=O)NCCCCCNC(=O)/C(C#N)=C/c3ccc(OCc4ccc(C(F)(F)F)cc4C(F)(F)F)c(OC)c3)C(=O)C2)c(OC(C)C)c1
2279,ProtacPd 959 889.027,O=C(NCCCCCCCCN1CCN(C2=CC=C(NC3=NC=C(C(C)=C(C(C)=O)C(N4C5CCCC5)=O)C4=N3)N=C2)CC1)COC6=CC=CC(C(N7C(CC8)C(NC8=O)=O)=O)=C6C7=O
2280,ProtacPd 833 1115.957,O=C([C@H]1N(C([C@H](NC(CCCCCCCCCCCN2CCN(CC2)CC(NC3=CC=CC(SC4=NC=C(N5CCC(CC5)(N)C)N=C4N)=C3Cl)=O)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C
2281,ProtacPd 294 1023.676,Cc1cc([C@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)N[C@@H](CC(=O)N2CCC(N3CCC(C#Cc4ccc(C(=O)N[C@H]5C(C)(C)[C@H](Oc6ccc(C#N)c(Cl)c6)C5(C)C)cc4)CC3)CC2)c2ccc(C#N)cc2)C(C)C)on1
2282,ProtacPd 234 970.096,COc1ccc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)cc1OCC(=O)N1CCC(C2CCN(C(=O)Oc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)CC1
2283,ProtacPd 231 946.074,COc1cc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)ccc1OC(=O)NCCCCCCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
2284,ProtacPd 837 1101.886,O=C([C@H]1N(C([C@H](NC(CCCCCCCN2CCN(C(CCC(NC3=CC=CC(SC4=NC=C(N5CCC(CC5)(N)C)N=C4N)=C3Cl)=O)=O)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C
2285,ProtacPd 1019 806.017,CN(C(CCNC(CCNC([C@H](CC(C)C)NC([C@@H](O)[C@@H](CC1=CC=CC=C1)N)=O)=O)=O)=O)CCOC(C=C2)=CC=C2/C(C(C=C3)=CC=C3O)=C(CC)\C4=CC=CC=C4
2286,ProtacPd 1127 1574.363,O=C(C1=CC=C(C=C1)N2CCN(CC2)CC3=C(CCC(C)(C3)C)C4=CC=C(C=C4)Cl)NS(=O)(C5=CC=C(C(S(=O)(C(F)(F)F)=O)=C5)N[C@@H](CSC6=CC=CC=C6)CCN7CCN(CC7)C(COCCOCCOC8=CC=C9C(CCC[C@H]9NC([C@H]%10C(C)(C)C[C@@]([H])(OCC[C@H]%11NC([C@@H](C)NC)=O)N%10C%11=O)=O)=C8)=O)=O
2287,ProtacPd 508 799.725,COc1cc(/C=C(\C#N)C(=O)NCCCCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2288,ProtacPd 817 962.644,O=C(N[C@@H](C)C1=CC=C(C=C1)C2=C(N=CS2)C)[C@H]3N(C[C@@H](C3)O)C([C@@H](C(C)(C)C)NC(CCCNC(CC(NC4=CC=CC(SC5=NC=C(N=C5N)N6CCC(C)(CC6)N)=C4Cl)=O)=O)=O)=O
2289,ProtacPd 808 892.693,O=C(CCC1N(C(C2=C3C=CC=C2NC(COCCOCCOCCOCCOCCNCCNC4=NON=C4/C(NC5=CC(Br)=C(C=C5)F)=N/O)=O)=O)C3=O)NC1=O
2290,ProtacPd 466 1344.34,COc1ccc(C2=N[C@H](c3ccc(Cl)cc3)[C@H](c3ccc(Cl)cc3)N2C(=O)N2CCN(CC(=O)NCCOCCOCCOCCOCCn3cc(CCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)nn3)C(=O)C2)cc1OC(C)C
2291,ProtacPd 102 714.731,COc1cc(/C=C2\SC(=O)N(Cc3cn(CCCNC(=O)[C@@H](N)CCCNC(=N)N)nn3)C2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F
2292,ProtacPd 191 1079.173,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOCCCOc2ccc(Nc3ncc(Br)c(NCCCN(C)C(=O)C4CCC4)n3)cc2)C(C)C)cc1
2293,ProtacPd 836 1129.94,O=C([C@H]1N(C([C@H](NC(CCCCCCCCCN2CCN(C(CCC(NC3=CC=CC(SC4=NC=C(N5CCC(CC5)(N)C)N=C4N)=C3Cl)=O)=O)CC2)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C
2294,ProtacPd 232 1036.152,COc1ccc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)cc1OCC(=O)NCCCOCCOCCOCCCNC(=O)COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
2295,ProtacPd 70 1038.289,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(CCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCc6ccc(-c7scnc7C)cc6)C(C)(C)C)CC5)cc4OC)nc32)c1
2296,ProtacPd 825 1074.86,O=C(N[C@@H](C)C1=CC=C(C=C1)C2=C(N=CS2)C)[C@H]3N(C[C@@H](C3)O)C([C@@H](C(C)(C)C)NC(CCCCCCCCCCCNC(CC(NC4=CC=CC(SC5=NC=C(N=C5N)N6CCC(C)(CC6)N)=C4Cl)=O)=O)=O)=O
2297,ProtacPd 399 1129.273,Cc1nc[nH]c1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCC(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccc(F)cc5F)cc4)c(C(N)=O)c3N)C2)C(C)(C)C)cc1
2298,ProtacPd 36 1463.131,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@@H](CCN5CCN(C(=O)COCCOCCOCCOCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
2299,ProtacPd 478 697.697,COc1c(O)cc(O)c2c(=O)cc(-c3ccc(OCCCCCCCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)cc3)oc12
2300,ProtacPd 502 971.078,COc1cc(/C=C(\C#N)C(=O)NCCCCCCCN[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2301,ProtacPd 42 1429.077,CN(CC[C@@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CCC(C)(C)C4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F)C(=O)CCCn1cc(COCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1
2302,ProtacPd 291 1291.066,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](NC(=O)COCCOCCOCCOCCNC(=O)c2ccc(CN(CC3CCCCC3)S(=O)(=O)c3ccc(S(=O)(=O)N(Cc4ccc(Cl)cc4)C4CCCC4)cc3)cc2)C(C)C)cc1
2303,ProtacPd 1132 1556.392,O=C(C1=CC=C(C=C1)N2CCN(CC2)CC3=C(CCC(C)(C3)C)C4=CC=C(C=C4)Cl)NS(=O)(C5=CC=C(C(S(=O)(C(F)(F)F)=O)=C5)N[C@@H](CSC6=CC=CC=C6)CCN7CCN(CC7)C(CCCCCCOC8=CC=C9C(CCC[C@H]9NC([C@H]%10C(C)(C)C[C@@]([H])(OCC[C@H]%11NC([C@@H](C)NC)=O)N%10C%11=O)=O)=C8)=O)=O
2304,ProtacPd 498 914.97,COc1cc(/C=C(\C#N)C(=O)NCCCN[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2305,ProtacPd 58 1307.385,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCCCCCCCNC(=O)c6ccc(NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@](C#N)(c8ccc(Cl)cc8F)[C@H]7c7cccc(Cl)c7F)c(OC)c6)CC5)cc4OC)nc32)c1
2306,ProtacPd 1191 992.53,O=C(NCCCNC(C1N(CC2=CC(Cl)=C(OCC3=C(C)C(C4=CC=CC=C4)=CC=C3)C=C2OCC5=CC=CC(C#N)=C5)CCCC1)=O)CCC(NC6=CC=CC(C(N7C(CC8)C(NC8=O)=O)=O)=C6C7=O)=O
2307,ProtacPd 739 998.107,O=C(N1CCC[C@H](N2C3=C(C(N)=NC=N3)C(C4=CC=C(OC5=CC=CC=C5)C=C4)=N2)C1)/C(C#N)=C/C(C)(CCCOCCOCCOCCOCCOC6=CC=CC(C(N7C8CCC(NC8=O)=O)=O)=C6C7=O)C
2308,ProtacPd 904 1030.145,O=C([C@H]1N(C(C(C(C)(C)CC)=O)=O)CCCC1)O[C@@H](C2=CC=CC(OCC(NCCNC(COC3=CC=C(/N=N\C4=CC=CC5=C4CN(C(CC6)C(NC6=O)=O)C5=O)C=C3)=O)=O)=C2)CCC7=CC=C(OC)C(OC)=C7
2309,ProtacPd 846 1091.364,O=C(NCC1=CC=C(C2=C(C)N=CS2)C=C1)[C@H]3N(C([C@H](C(C)(C)C)NC(COCCOCCOCCOCC(N[C@H](C(C)(C)C)C(N4[C@H](C[C@H](O)C4)C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O)=O)=O)=O)=O)C[C@H](O)C3
2310,ProtacPd 1054 996.813,O=C1NC(N)=NC2=C1[N+](CC3=CC=C(F)C=C3)=CN2[C@H]4O[C@@H](COP(OP(NCCOCCOCCOCCC(NC5=CC=CC6=C5CN(C(CC7)C(NC7=O)=O)C6=O)=O)(O)=O)(O)=O)[C@H](O)[C@@H]4O
2311,ProtacPd 1021 862.125,CN(C(CCCCCCNC(CCNC([C@H](CC(C)C)NC([C@@H](O)[C@@H](CC1=CC=CC=C1)N)=O)=O)=O)=O)CCOC(C=C2)=CC=C2/C(C(C=C3)=CC=C3O)=C(CC)\C4=CC=CC=C4
2312,ProtacPd 509 831.723,COc1cc(/C=C(\C#N)C(=O)NCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2313,ProtacPd 253 1359.545,Cc1nn(C)c(COc2ccc(N3CCN(C(=O)CCNC(=O)CCCOCCOCCOCCCNC(=O)COc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)n(CCN3CCOCC3)c12
2314,ProtacPd 57 999.271,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C(=O)CCCCCCCCCCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)Cc6ccccc6)CC5)cc4OC)nc32)c1
2315,ProtacPd 177 1014.304,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCCOCCCCOCCCOc2ccc(Nc3nccc(NCCCN(C)C(=O)C4CCC4)n3)cc2)C(C)(C)C)cc1
2316,ProtacPd 849 1179.47,O=C(NCC1=CC=C(C2=C(C)N=CS2)C=C1OCCOCCOCCOCCOCCOC3=C(CNC([C@H]4N(C([C@H](C(C)(C)C)NC(C)=O)=O)C[C@H](O)C4)=O)C=CC(C5=C(C)N=CS5)=C3)[C@@H]6N(C([C@@H](C(C)(C)C)NC(C)=O)=O)C[C@@H](O)C6
2317,ProtacPd 515 805.817,COc1cc(/C=C(\C#N)C(=O)NCCCCNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)Cc2ccccc2)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
2318,ProtacPd 239 888.082,COc1ccc(-c2cn(C)c(=O)c3cc(C(=N)NC4CCS(=O)(=O)CC4)sc23)cc1OCC(=O)NCCCCCCCCNc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
2319,ProtacPd 665 1198.256,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCOCCOCCNC(=O)c2ccc(NC(=O)[C@@H]3NC4(CCCCC4)[C@@]4(C(=O)Nc5cc(Cl)ccc54)[C@H]3c3cccc(Cl)c3F)cc2)C(C)(C)C)cc1
2320,ProtacPd 40 1361.042,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@@H](CCN5CCN(CCOCCOCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
2321,ProtacPd 150 1048.173,CC(C)(C)/C(O)=C/C(=N)N[N+](=O)Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCN(C(=O)CCC(=O)NCCCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)ccc23)cc1
2322,ProtacPd 772 976.25,CC/C(C1=CC=CC=C1)=C(C2=CC=C(O)C=C2)/C(C=C3)=CC=C3OCCN(C)CCOCCOCCOCC(N[C@@H](C(C)(C)C)C(N4C[C@@H](C[C@H]4C(NCC5=CC=C(C=C5)C6=C(N=CS6)C)=O)O)=O)=O
2323,ProtacPd 43 1473.13,CN(CC[C@@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CCC(C)(C)C4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F)C(=O)CCCn1cc(COCCOCCOCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1
2324,ProtacPd 1119 1600.426,O=C(C1=CC=C(C=C1)N2CCN(CC2)CC3=C(CCC(C)(C3)C)C4=CC=C(C=C4)Cl)NS(=O)(C5=CC=C(C(S(=O)(C(F)(F)F)=O)=C5)N[C@@H](CSC6=CC=CC=C6)CCN7CCN(CC7)C(COCCOCCOC8=CC=CC(C(C9=CSC([C@H]%10N(CCC%10)C([C@H](NC([C@H](C)NC)=O)C%11CCCCC%11)=O)=N9)=O)=C8)=O)=O
2325,ProtacPd 1177 1113.007,O=C([O-])N(C(C)(C)C)C(CCN1N=NC(CCCCNC(C2=CC=C(C)C(N3C(C)=CC(OCC4=CC=C(F)C=C4F)=C(Br)C3=O)=C2)=O)=C1)C(NCCCCNC5=CC=CC(C(N6C(CC7)C(NC7=O)=O)=O)=C5C6=O)=O
2326,ProtacPd 512 903.83,COc1cc(/C=C(\C#N)C(=O)NCCCOCCOCCOCCCNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F
