,Compounds,Smiles
543,ProtacDB 1038 1044.325,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOC2=CC=CC(C(=O)C3=CSC([C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@H](C)NC)C4CCCCC4)=N3)=C2)C=C1)C1=CC=CC=C1
544,ProtacDB 888 1049.329,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
545,ProtacDB 67 988.286,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCN(C)CCOC3=CC=C(C(=O)C4=C(C5=CC=C(O)C=C5)SC5=CC(O)=CC=C45)C=C3)C(C)(C)C)C=C2)SC=N1
546,ProtacDB 841 889.943,O=C(COCCOC1=CC=C(/C=N/NC(=O)C2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C34)C=C2)C=C1)NCC#CC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
547,ProtacDB 82 1040.322,CCN(CCCCC1=CN(CC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)N=C1)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
548,ProtacDB 1468 961.161,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCOC3=CC(F)=C([C@@H]4C5=C(C[C@@H](C)N4CC(C)(C)F)C4=CC=CC=C4[NH]5)C(F)=C3)C(C)(C)C)C=C2)SC=N1
549,ProtacDB 858 1229.485,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
550,ProtacDB 1060 1091.342,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC)C(=O)N2CCC[C@H]2C(=O)NC2=C(C3=CC=CC=C3)N=NS2)C=C1)C1=CC=CC=C1
551,ProtacDB 895 981.166,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
552,ProtacDB 1056 1122.414,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOC2=CC=CC=C2O[C@H]2C[C@@H](C(=O)N[C@@H]3CCCC4=CC=CC=C43)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C3CCCCC3)C2)C=C1)C1=CC=CC=C1
553,ProtacDB 891 1097.326,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
554,ProtacDB 867 1113.325,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
555,ProtacDB 2123 844.093,C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC4(CCN(CCC5CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)CC4)CC3)N=C2)N1CC(C)(C)F
556,ProtacDB 824 1021.231,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
557,ProtacDB 85 985.305,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(CN2C(C3=CC=C(O)C=C3)=C(C)C3=CC(O)=CC=C32)C=C1
558,ProtacDB 902 1069.272,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
559,ProtacDB 825 1035.258,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
560,ProtacDB 882 1257.495,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
561,ProtacDB 878 1081.283,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
562,ProtacDB 64 988.286,CCN(CCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
563,ProtacDB 890 1053.273,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
564,ProtacDB 1051 1055.302,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCNC(=O)C2=CC(C3=CN=CC([C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@H](C)NC)C4CCCCC4)=C3)=CC=C2F)C=C1)C1=CC=CC=C1
565,ProtacDB 92 947.252,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C(C)C)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
566,ProtacDB 889 1009.22,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
567,ProtacDB 59 1064.337,CCN(CCOCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
568,ProtacDB 908 917.123,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(/C=N/NC(=O)C4=C(C5=CC=C(O)C=C5)SC5=CC(O)=CC=C45)C=C3)C(C)(C)C)C=C2)SC=N1
569,ProtacDB 919 1022.259,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(CCNC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
570,ProtacDB 1058 1038.296,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOC2=CC=CC(C(=O)C3=CN=CC([C@@H]4CCCN4C(=O)[C@@H](NC(=O)[C@H](C)NC)C4CCCCC4)=C3)=C2)C=C1)C1=CC=CC=C1
571,ProtacDB 1470 975.188,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCOC3=CC(F)=C([C@@H]4C5=C(C[C@@H](C)N4CC(C)(C)F)C4=CC=CC=C4[NH]5)C(F)=C3)C(C)(C)C)C=C2)SC=N1
572,ProtacDB 851 1035.302,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
573,ProtacDB 76 1006.257,CCN(CCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
574,ProtacDB 74 1042.378,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCN(CCOC3=CC=C(C(=O)C4=C(C5=CC=C(O)C=C5)SC5=CC(O)=CC=C45)C=C3)CC3CCC3)C(C)(C)C)C=C2)SC=N1
575,ProtacDB 865 1025.219,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
576,ProtacDB 1061 1122.414,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOC2=CC=CC(O[C@@H]3C[C@@H](C(=O)N[C@@H]4CCCC5=CC=CC=C54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C4CCCCC4)C3)=C2)C=C1)C1=CC=CC=C1
577,ProtacDB 66 1030.367,CCN(CCCCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
578,ProtacDB 831 1125.336,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
579,ProtacDB 2121 784.924,C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=C(F)C=C(OCCCCCN3CCN(C4=CC=C5C(=O)N(C6CCC(=O)NC6=O)CC5=C4)CC3)C=C2F)N1CC(C)(C)F
580,ProtacDB 871 993.177,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
581,ProtacDB 921 1050.313,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(CCNC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
582,ProtacDB 868 1157.378,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
583,ProtacDB 1047 1153.409,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCCOCCOCCOCC(=O)N(C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1)C(C1=CC=CC=C1)C1=CC=CC=C1)C1CCCCC1
584,ProtacDB 90 929.193,C#CC1=CC=C([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCN(CC)CCOC2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C34)C=C2)C(C)(C)C)C=C1
585,ProtacDB 906 1245.484,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
586,ProtacDB 732 763.977,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCOCCOCCNC(=O)CO/N=C1\CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C
587,ProtacDB 852 1049.329,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
588,ProtacDB 826 1049.285,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
589,ProtacDB 2119 775.974,C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC(CCN4CCN(C5=CC=C6C(=O)N(C7CCC(=O)NC7=O)CC6=C5)CC4)CC3)N=C2)N1CC(C)(C)F
590,ProtacDB 885 1007.248,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
591,ProtacDB 854 1053.273,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
592,ProtacDB 84 940.308,CC/C(=C(\C1=CC=CC=C1)C1=CC=C(OCCN(CC)CCCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)C=C1)C1=CC=CC=C1
593,ProtacDB 894 1229.485,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
594,ProtacDB 2128 842.077,C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC4(CC3)CC(CN3CC5(CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)CC7=C6)CC5)C3)C4)N=C2)N1CC(C)(C)F
595,ProtacDB 883 965.167,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
596,ProtacDB 836 873.944,O=C(CCCOC1=CC=C(/C=N/NC(=O)C2=CC=C(C(=O)C3=C(C4=CC=C(O)C=C4)SC4=CC(O)=CC=C34)C=C2)C=C1)NCC#CC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
597,ProtacDB 909 931.15,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(/C=N/NC(=O)C4=C(C5=CC=C(O)C=C5)SC5=CC(O)=CC=C45)C=C3)C(C)(C)C)C=C2)SC=N1
598,ProtacDB 62 960.232,CCN(CCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
599,ProtacDB 2126 846.065,C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC(CN4CCOC5(CC4)CCN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)CC6=C4)CC5)CC3)N=C2)N1CC(C)(C)F
600,ProtacDB 900 1065.328,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
601,ProtacDB 862 1037.274,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
602,ProtacDB 876 1077.339,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C(=O)C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
603,ProtacDB 1469 991.187,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOC3=CC(F)=C([C@@H]4C5=C(C[C@@H](C)N4CC(C)(C)F)C4=CC=CC=C4[NH]5)C(F)=C3)C(C)(C)C)C=C2)SC=N1
604,ProtacDB 857 1185.432,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
605,ProtacDB 863 1051.301,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1
606,ProtacDB 892 1141.379,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(C5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1
607,ProtacDB 916 1065.281,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=C(C5=CC=C(O)C=C5)SC5=CC(O)=CC=C45)C=C3)C(C)(C)C)C=C2)SC=N1
608,ProtacDB 2127 860.092,C[C@@H]1CC2=C([NH]C3=CC=CC=C23)[C@@H](C2=CN=C(N3CCC(CCN4CCOC5(CC4)CCN(C4=CC=C6C(=O)N(C7CCC(=O)NC7=O)CC6=C4)CC5)CC3)N=C2)N1CC(C)(C)F
609,ProtacDB 86 956.307,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C([C@@H]2C3=CC=C(O)C=C3CC[C@@H]2C2=CC=CC=C2)C=C1
610,ProtacDB 1054 1122.414,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOC2=CC=C(O[C@H]3C[C@@H](C(=O)N[C@@H]4CCCC5=CC=CC=C54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C4CCCCC4)C3)C=C2)C=C1)C1=CC=CC=C1
611,ProtacDB 65 1016.34,CCN(CCCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
612,ProtacDB 89 930.181,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C#N)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
613,ProtacDB 1059 1110.388,CC/C(=C(\C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C(=O)COCCOCCOCCOCC(=O)N2CCC([C@H](NC(=O)[C@H](C)NC)C(=O)N3CCC[C@H]3C3=NC4=C(C5=CC=CC=C5)N=CC=C4S3)CC2)C=C1)C1=CC=CC=C1
614,ProtacDB 91 945.236,CCN(CCCCCCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)N[C@@H](C)C1=CC=C(C2CC2)C=C1)C(C)(C)C)CCOC1=CC=C(C(=O)C2=C(C3=CC=C(O)C=C3)SC3=CC(O)=CC=C23)C=C1
615,ProtacDB 1135 1187.333,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCCC3=CN(CCOCCOCCOCCOCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
616,ProtacDB 1113 1099.227,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCCC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
617,ProtacDB 1123 1025.148,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCC3=CN(CCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
618,ProtacDB 1110 1055.174,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCCC3=CN(CCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
619,ProtacDB 1119 1187.333,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCCC3=CN(CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
620,ProtacDB 1115 1129.253,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCC3=CN(CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
621,ProtacDB 1118 1173.306,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCC3=CN(CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
622,ProtacDB 1114 1115.226,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCC3=CN(CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
623,ProtacDB 1133 1159.279,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCC3=CN(CCOCCOCCOCCOCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
624,ProtacDB 1126 1067.229,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC(OCCCCC3=CN(CCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O
